facility_id,facility_name,mort_ami,comp_hip_knee,readmission_hf,spending,count_of_safety_measures_better,count_of_readm_measures_worse,hospital_overall_rating
50043,ALTA BATES SUMMIT MEDICAL CENTER,10.5,3.7,-25.2,1.01,2.0,1.0,1
50056,ANTELOPE VALLEY HOSPITAL,12.3,3.7,16.6,1.02,1.0,0.0,0
50057,KAWEAH HEALTH MEDICAL CENTER,15.8,2.9,2.7,1.02,1.0,1.0,0
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,12.2,4.7,3.6,1.14,1.0,2.0,1
50077,SCRIPPS MERCY HOSPITAL,13.2,3.6,-28.9,1.02,2.0,1.0,1
50093,SAINT AGNES MEDICAL CENTER,14.3,3.1,23.5,0.99,1.0,2.0,0
50108,"SUTTER MEDICAL CENTER, SACRAMENTO",11.1,3.5,5.1,0.98,1.0,0.0,1
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,15.7,3.4,-11.6,1.11,1.0,0.0,1
50121,ADVENTIST HEALTH HANFORD,14.9,3.4,9.0,0.98,1.0,1.0,0
50122,DAMERON HOSPITAL,14.4,3.7,-14.3,0.97,0.0,0.0,0
50126,VALLEY PRESBYTERIAN HOSPITAL,11.8,3.2,16.1,1.16,1.0,2.0,1
50128,TRI-CITY MEDICAL CENTER,12.5,4.2,-4.0,1.03,0.0,0.0,1
50150,SIERRA NEVADA MEMORIAL HOSPITAL,12.9,4.8,-12.1,0.97,0.0,0.0,1
50169,PIH HEALTH HOSPITAL-WHITTIER,12.8,3.5,2.6,1.01,1.0,1.0,1
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,13.5,2.8,-9.0,0.98,2.0,1.0,1
50195,WASHINGTON HOSPITAL,12.7,2.9,53.6,1.01,3.0,4.0,1
50222,SHARP CHULA VISTA MEDICAL CENTER,12.4,4.2,5.6,0.96,1.0,3.0,1
50239,GLENDALE ADVENTIST MEDICAL CENTER,10.6,3.4,4.5,1.07,5.0,1.0,1
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,11.0,2.5,1.2,0.94,2.0,1.0,1
50300,PROVIDENCE ST MARY MEDICAL CENTER,12.2,4.0,39.8,0.97,2.0,2.0,0
50348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,14.3,2.8,-10.5,1.0,4.0,0.0,1
50350,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,13.0,3.1,30.6,1.13,1.0,2.0,0
50351,TORRANCE MEMORIAL MEDICAL CENTER,11.8,1.6,16.0,0.95,2.0,2.0,1
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,11.3,2.9,-6.1,0.97,0.0,0.0,1
50360,MARIN GENERAL HOSPITAL,10.0,4.3,-24.5,0.99,2.0,0.0,1
50367,NORTHBAY MEDICAL CENTER,13.3,3.1,-7.0,0.96,2.0,1.0,1
50380,GOOD SAMARITAN HOSPITAL,11.7,3.2,20.4,1.04,1.0,3.0,0
50488,EDEN MEDICAL CENTER,11.2,3.2,-10.2,1.07,1.0,0.0,1
50492,CLOVIS COMMUNITY MEDICAL CENTER,15.2,3.9,30.6,1.03,2.0,0.0,0
50498,SUTTER AUBURN FAITH HOSPITAL,12.6,3.3,-18.7,0.91,0.0,1.0,1
50567,PROVIDENCE MISSION HOSPITAL,13.8,3.4,7.9,1.01,3.0,0.0,1
50573,EISENHOWER MEDICAL CENTER,11.0,2.5,5.7,0.97,1.0,0.0,1
50689,SAN RAMON REGIONAL MEDICAL CENTER,12.7,3.5,3.4,0.93,0.0,0.0,1
50755,SHERMAN OAKS HOSPITAL,10.9,3.1,72.9,1.18,0.0,3.0,0
50775,TEMECULA VALLEY HOSPITAL,13.2,4.3,-12.9,1.01,1.0,1.0,1
60022,UCH-MEMORIAL HEALTH SYSTEM,10.8,3.1,-16.3,1.0,3.0,0.0,1
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,10.4,3.7,-21.5,1.01,5.0,1.0,1
60032,ROSE MEDICAL CENTER,13.1,2.9,6.1,1.02,2.0,0.0,1
60034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,10.5,3.6,-1.6,1.07,6.0,1.0,1
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,11.1,3.7,-11.3,1.04,2.0,2.0,0
70020,MIDDLESEX HOSPITAL,13.9,3.0,7.0,0.96,1.0,0.0,1
70022,YALE-NEW HAVEN HOSPITAL,10.8,4.0,39.1,1.01,2.0,3.0,1
70033,DANBURY HOSPITAL,12.5,3.0,1.1,1.0,2.0,3.0,1
90001,GEORGE WASHINGTON UNIV HOSPITAL,11.6,3.2,17.2,0.97,1.0,2.0,0
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,12.5,4.2,37.2,1.02,3.0,2.0,1
90005,SIBLEY MEMORIAL HOSPITAL,13.2,3.7,-2.0,0.97,1.0,1.0,1
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,9.1,4.4,6.6,1.0,3.0,2.0,1
100006,ORLANDO HEALTH,13.1,3.2,27.4,0.98,4.0,4.0,0
100012,LEE MEMORIAL HOSPITAL,11.3,4.8,13.8,0.99,4.0,3.0,1
100019,HOLMES REGIONAL MEDICAL CENTER,13.0,3.5,-7.3,1.09,3.0,1.0,1
100025,SACRED HEART HOSPITAL,12.4,2.7,0.3,1.03,4.0,0.0,1
100028,PARRISH MEDICAL CENTER,14.1,3.9,5.2,0.99,1.0,0.0,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,14.2,4.5,27.4,1.06,3.0,0.0,0
100040,ASCENSION ST VINCENT'S RIVERSIDE,12.7,4.1,16.4,1.0,2.0,3.0,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,14.4,5.2,2.2,0.97,1.0,1.0,1
100068,ADVENTHEALTH DAYTONA BEACH,10.6,4.3,-11.5,0.99,3.0,2.0,1
100073,HOLY CROSS HOSPITAL,12.5,2.6,5.8,1.05,3.0,1.0,1
100080,HCA FLORIDA JFK HOSPITAL,11.8,3.6,17.4,1.0,2.0,3.0,0
100086,BROWARD HEALTH NORTH,14.4,3.5,60.7,1.14,3.0,2.0,0
100087,SARASOTA MEMORIAL HOSPITAL,10.1,2.0,-11.7,1.03,5.0,1.0,1
100090,FLAGLER HOSPITAL,13.7,3.2,-4.1,1.08,2.0,0.0,1
100093,BAPTIST HOSPITAL,13.4,2.6,-2.4,1.04,3.0,0.0,1
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,10.7,3.8,-19.9,1.0,2.0,0.0,1
100118,FLORIDA HOSPITAL FLAGLER,12.9,4.0,24.6,0.91,0.0,1.0,1
100124,SANTA ROSA MEDICAL CENTER,14.0,2.9,-21.5,0.94,0.0,0.0,1
100126,HCA FLORIDA PASADENA HOSPITAL,12.5,3.1,9.2,1.1,1.0,1.0,1
100137,ADVENTHEALTH HEART OF FLORIDA,12.7,3.4,12.2,0.95,0.0,1.0,0
100151,MAYO CLINIC,11.1,4.3,0.8,0.99,4.0,0.0,1
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,12.9,2.3,14.0,1.05,1.0,1.0,1
100167,HCA FLORIDA MERCY HOSPITAL,12.8,3.7,42.1,1.08,2.0,4.0,0
100168,BOCA RATON REGIONAL HOSPITAL,13.0,4.2,9.5,1.02,3.0,3.0,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,12.6,3.4,16.9,1.08,3.0,2.0,0
100187,STEWARD PALMETTO GENERAL HOSPITAL,12.9,3.6,3.9,1.08,2.0,1.0,0
100213,HCA FLORIDA BLAKE HOSPITAL,15.2,2.2,20.7,1.06,2.0,2.0,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,11.9,3.0,-12.5,1.03,1.0,1.0,1
100226,HCA FLORIDA ORANGE PARK HOSPITAL,12.9,4.2,16.7,1.04,1.0,1.0,0
100231,HCA FLORIDA WEST HOSPITAL,10.9,3.2,0.4,1.01,3.0,1.0,0
100236,HCA FLORIDA FAWCETT HOSPITAL,12.8,2.3,-8.1,1.0,1.0,2.0,0
100243,HCA FLORIDA BRANDON HOSPITAL,14.3,3.2,32.9,0.99,2.0,3.0,1
100256,HCA FLORIDA BAYONET POINT HOSPITAL,12.3,3.0,6.1,1.04,2.0,2.0,0
100258,DELRAY MEDICAL CENTER,10.7,5.2,10.9,1.03,2.0,3.0,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,12.3,3.3,4.2,0.94,1.0,1.0,1
100275,WELLINGTON REGIONAL MEDICAL CENTER,12.8,3.9,26.0,0.99,0.0,2.0,0
100281,MEMORIAL HOSPITAL WEST,10.9,3.4,36.7,0.98,2.0,2.0,1
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,11.5,2.8,17.6,1.0,2.0,4.0,0
100289,CLEVELAND CLINIC HOSPITAL,12.7,4.2,16.6,0.94,2.0,2.0,1
100291,MELBOURNE REGIONAL MEDICAL CENTER,11.6,4.7,-19.2,1.06,1.0,0.0,0
100307,ASCENSION ST VINCENT'S SOUTHSIDE,11.4,3.3,4.4,1.0,1.0,0.0,1
100315,VIERA HOSPITAL,14.1,2.7,-39.4,1.05,1.0,0.0,1
100321,ASCENSION ST VINCENT'S CLAY COUNTY,12.5,3.0,2.0,0.98,1.0,0.0,1
110006,ST MARY'S HOSPITAL,13.4,6.2,13.8,0.97,1.0,0.0,1
110008,NORTHSIDE HOSPITAL CHEROKEE,12.8,3.6,-4.4,0.95,1.0,0.0,1
110010,EMORY UNIVERSITY HOSPITAL,10.9,3.8,1.4,0.95,2.0,2.0,1
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,14.9,3.3,-4.6,0.99,1.0,0.0,0
110028,PIEDMONT AUGUSTA HOSPITAL,12.7,3.9,36.6,1.04,3.0,2.0,1
110030,PIEDMONT CARTERSVILLE MEDICAL CENTER,11.4,3.0,39.0,0.96,1.0,1.0,0
110035,WELLSTAR KENNESTONE REGIONAL MEDICAL CENTER,9.8,3.5,-5.2,0.95,2.0,0.0,1
110038,ARCHBOLD MEMORIAL HOSPITAL,12.1,3.3,33.3,1.0,2.0,1.0,1
110054,ATRIUM HEALTH FLOYD MEDICAL CENTER,11.4,4.1,14.1,1.05,1.0,0.0,0
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,15.0,3.3,-8.8,1.03,1.0,0.0,1
110076,EMORY DECATUR HOSPITAL,14.1,3.9,26.8,1.0,2.0,0.0,0
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",14.4,3.7,13.3,0.93,2.0,3.0,1
110087,NORTHSIDE HOSPITAL GWINNETT,13.1,2.6,20.2,1.02,1.0,1.0,0
110161,NORTHSIDE HOSPITAL,12.5,4.4,43.6,0.95,1.0,2.0,1
110168,ADVENTHEALTH REDMOND,10.3,3.4,-7.8,0.96,2.0,0.0,1
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,11.8,3.1,-23.3,1.01,1.0,0.0,1
110215,PIEDMONT FAYETTE HOSPITAL,9.8,4.5,2.0,0.96,3.0,1.0,1
110229,"PIEDMONT NEWNAN HOSPITAL, INC",12.2,3.8,6.9,0.94,1.0,1.0,1
110230,EMORY JOHNS CREEK HOSPITAL,12.9,3.1,26.2,0.92,1.0,1.0,1
120006,ADVENTIST HEALTH CASTLE,13.0,2.9,-12.1,0.94,2.0,0.0,1
130006,ST LUKE'S REGIONAL MEDICAL CENTER,12.7,3.8,-41.8,0.95,3.0,1.0,1
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,10.4,3.7,1.7,0.98,1.0,0.0,1
130049,KOOTENAI HEALTH,15.0,2.9,-26.3,0.99,4.0,0.0,1
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,14.0,3.2,25.7,1.1,1.0,3.0,0
140029,COPLEY MEMORIAL HOSPITAL,12.6,2.5,10.5,1.04,1.0,0.0,1
140043,CGH MEDICAL CENTER,13.8,2.8,-12.6,1.0,0.0,0.0,0
140062,PALOS COMMUNITY HOSPITAL,12.7,4.2,11.2,1.0,1.0,3.0,1
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,10.8,3.6,-13.9,1.06,2.0,0.0,1
140082,LOUIS A WEISS MEMORIAL HOSPITAL,11.9,5.4,-26.0,1.1,1.0,1.0,0
140091,CARLE FOUNDATION HOSPITAL,12.7,4.9,21.8,0.94,2.0,1.0,1
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,11.7,3.4,17.3,0.97,0.0,0.0,1
140114,SWEDISH HOSPITAL,11.8,3.3,2.1,1.06,1.0,1.0,0
140116,NORTHWESTERN MEDICINE MCHENRY,11.0,2.6,-9.4,1.02,1.0,2.0,1
140119,RUSH UNIVERSITY MEDICAL CENTER,10.6,4.1,22.0,0.94,2.0,2.0,1
140130,NORTHWESTERN LAKE FOREST HOSPITAL,13.2,3.4,-21.2,0.93,1.0,2.0,1
140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,12.1,4.3,37.6,1.03,1.0,1.0,0
140155,PRESENCE ST MARYS HOSPITAL,13.1,3.3,-11.4,0.93,0.0,0.0,1
140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,14.2,3.5,25.8,0.96,2.0,4.0,1
140185,MEMORIAL HOSPITAL,11.8,3.7,9.0,0.99,1.0,1.0,1
140191,INGALLS MEMORIAL HOSPITAL,14.3,5.2,34.3,1.04,2.0,2.0,0
140200,ELMHURST MEMORIAL HOSPITAL,11.4,3.6,7.6,1.0,3.0,1.0,1
140202,ADVOCATE CONDELL MEDICAL CENTER,12.0,3.1,7.3,0.97,3.0,1.0,1
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,12.2,3.2,22.9,0.96,1.0,0.0,1
140233,SAINT ANTHONY MEDICAL CENTER,13.3,3.6,4.0,1.02,1.0,1.0,0
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,13.0,3.1,-18.0,0.97,0.0,0.0,0
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,10.7,3.3,9.3,1.0,1.0,1.0,1
150015,FRANCISCAN HEALTH MICHIGAN CITY,11.9,3.4,-11.1,0.97,0.0,0.0,1
150035,NORTHWEST HEALTH - PORTER,12.4,2.9,15.7,1.05,3.0,2.0,1
150042,GOOD SAMARITAN HOSPITAL,13.2,3.2,-12.2,1.11,1.0,0.0,1
150044,BAPTIST HEALTH FLOYD,12.6,4.3,-4.3,1.12,1.0,0.0,0
150048,REID HEALTH,14.2,3.6,-13.3,1.0,1.0,1.0,1
150056,INDIANA UNIVERSITY HEALTH,13.6,2.8,35.1,1.04,3.0,1.0,1
150086,ST ELIZABETH DEARBORN HOSPITAL,12.4,3.9,5.5,0.98,0.0,0.0,1
150100,ASCENSION ST VINCENT EVANSVILLE,13.6,2.8,-3.7,1.03,2.0,0.0,1
150109,FRANCISCAN HEALTH LAFAYETTE,15.0,2.9,-3.6,0.99,1.0,0.0,1
150112,COLUMBUS REGIONAL HOSPITAL,13.4,3.3,4.6,0.97,1.0,0.0,1
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,14.7,3.4,-21.4,1.04,1.0,0.0,1
150125,COMMUNITY HOSPITAL,13.5,6.0,11.9,1.11,2.0,3.0,0
150126,FRANCISCAN HEALTH CROWN POINT,13.2,3.7,-24.3,1.02,0.0,1.0,0
150128,"COMMUNITY HOSPITAL SOUTH, INC.",12.4,3.2,-10.5,1.06,1.0,1.0,0
150158,IU HEALTH WEST HOSPITAL,12.5,2.9,-17.9,0.96,2.0,0.0,1
150162,FRANCISCAN HEALTH INDIANAPOLIS,11.2,4.0,-17.9,0.99,1.0,2.0,0
150165,FRANCISCAN HEALTH MUNSTER,13.6,3.8,11.2,1.03,0.0,1.0,1
160029,UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN,12.5,3.3,15.8,1.03,0.0,0.0,1
160030,MARY GREELEY MEDICAL CENTER,10.7,4.3,1.7,0.93,0.0,0.0,1
160045,ST LUKES HOSPITAL,11.4,3.4,-23.1,0.96,2.0,0.0,1
160047,METHODIST JENNIE EDMUNDSON,10.5,3.2,15.5,0.97,0.0,2.0,1
160067,MERCYONE WATERLOO MEDICAL CENTER,11.8,3.2,-5.7,0.91,1.0,0.0,1
160083,MERCYONE DES MOINES MEDICAL CENTER,14.0,3.1,-4.9,1.03,3.0,0.0,1
160110,ALLEN HOSPITAL,11.3,4.5,0.5,0.92,1.0,0.0,1
160117,FINLEY HOSPITAL,11.4,3.8,-17.9,0.91,1.0,1.0,1
170012,SALINA REGIONAL HEALTH CENTER,13.4,3.7,-6.4,1.06,0.0,0.0,1
170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,13.0,3.0,-24.3,1.0,0.0,1.0,0
170086,STORMONT VAIL HOSPITAL,13.2,3.4,-16.2,1.02,1.0,1.0,1
170104,ADVENTHEALTH SHAWNEE MISSION,12.4,3.7,-4.0,1.02,2.0,1.0,1
170137,LMH,11.0,2.5,-9.9,0.91,0.0,0.0,1
170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",14.0,3.4,-28.8,0.94,0.0,0.0,1
170182,MENORAH MEDICAL CENTER,12.1,3.3,-12.9,1.0,0.0,0.0,1
170197,KANSAS MEDICAL CENTER LLC,16.3,3.4,-17.1,1.03,1.0,0.0,1
180011,SAINT JOSEPH LONDON,13.8,3.8,33.5,0.92,1.0,0.0,1
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,13.8,3.7,11.4,0.98,2.0,2.0,1
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,11.3,4.3,27.6,1.01,1.0,3.0,0
180088,"NORTON HOSPITALS, INC",12.0,4.7,29.4,1.02,2.0,4.0,0
180103,BAPTIST HEALTH LEXINGTON,14.5,3.2,-11.7,1.07,1.0,2.0,1
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,13.9,3.2,7.7,1.02,1.0,1.0,1
190002,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,17.3,2.4,1.2,1.05,1.0,1.0,1
190008,TERREBONNE GENERAL MEDICAL CENTER - PARISH,12.7,3.7,18.2,1.06,2.0,0.0,1
190041,CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,12.2,2.8,-10.0,1.06,1.0,0.0,0
190065,BATON ROUGE GENERAL MEDICAL CENTER,12.3,3.8,-7.8,0.98,2.0,1.0,1
190111,WILLIS KNIGHTON MEDICAL CENTER,12.6,3.4,-6.9,1.15,1.0,1.0,1
200001,ST JOSEPH HOSPITAL,12.8,2.7,7.7,0.88,0.0,1.0,1
220020,SAINT ANNE'S HOSPITAL,11.4,4.6,24.3,1.0,1.0,1.0,1
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,14.1,2.9,23.6,0.92,2.0,1.0,0
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,11.6,3.4,-11.9,0.96,1.0,2.0,1
220073,MORTON HOSPITAL,12.3,3.3,22.8,1.0,0.0,2.0,0
220080,HOLY FAMILY HOSPITAL,14.1,3.7,10.4,1.05,1.0,2.0,0
220084,EMERSON HOSPITAL -,12.9,3.1,0.6,0.98,1.0,0.0,1
220100,SOUTH SHORE HOSPITAL,10.0,4.5,-5.5,0.97,1.0,2.0,1
220101,NEWTON-WELLESLEY HOSPITAL,12.8,3.7,3.8,0.9,2.0,1.0,1
220105,WINCHESTER HOSPITAL,12.4,4.1,15.2,0.96,0.0,2.0,1
220110,BRIGHAM AND WOMEN'S HOSPITAL,9.6,3.5,7.3,0.98,3.0,3.0,1
220119,FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S,12.0,2.8,6.1,0.91,0.0,2.0,1
220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,10.4,4.1,13.8,1.03,2.0,2.0,1
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",11.6,3.5,1.6,0.99,4.0,2.0,1
220175,METROWEST MEDICAL CENTER,11.9,4.3,-1.8,1.05,0.0,0.0,0
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,13.4,3.0,21.1,0.96,0.0,3.0,0
230005,PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL,13.4,4.1,-22.5,0.93,0.0,0.0,1
230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",12.5,3.1,18.0,0.96,3.0,2.0,1
230020,BEAUMONT HOSPITAL - DEARBORN,11.8,3.5,75.3,1.05,1.0,4.0,0
230021,"LAKELAND HOSPITAL, ST JOSEPH",12.6,4.0,13.2,0.93,2.0,0.0,1
230031,LAKE HURON MEDICAL CENTER,11.8,3.6,-8.0,0.84,0.0,0.0,1
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,10.3,3.6,6.9,0.95,2.0,1.0,1
230047,HENRY FORD MACOMB HOSPITAL,12.0,3.5,23.2,1.0,2.0,3.0,0
230070,COVENANT MEDICAL CENTER,14.2,3.0,25.7,1.02,1.0,4.0,0
230072,HOLLAND COMMUNITY HOSPITAL,11.1,2.9,6.0,0.95,1.0,0.0,1
230089,BEAUMONT HOSPITAL - GROSSE POINTE,11.8,2.8,3.4,0.88,2.0,2.0,1
230105,MCLAREN NORTHERN MICHIGAN,12.5,4.1,-2.7,0.95,1.0,0.0,1
230117,BORGESS MEDICAL CENTER,13.0,3.1,-23.9,0.93,3.0,0.0,1
230132,HURLEY MEDICAL CENTER,13.1,3.7,41.0,1.0,3.0,0.0,0
230141,MCLAREN FLINT,12.8,3.5,14.5,0.98,1.0,3.0,0
230167,MCLAREN GREATER LANSING,12.7,3.7,33.7,0.96,1.0,0.0,0
230193,MCLAREN LAPEER REGION,14.3,3.4,-6.0,0.93,1.0,0.0,0
230216,MCLAREN PORT HURON,14.5,3.1,13.4,0.92,1.0,0.0,0
230236,UNIVERSITY OF MICHIGAN HEALTH - WEST,12.3,2.5,-8.3,0.95,2.0,0.0,1
230244,GARDEN CITY HOSPITAL,13.7,3.7,2.3,1.03,1.0,0.0,1
230269,"BEAUMONT HOSPITAL, TROY",11.4,3.4,16.6,0.97,1.0,3.0,1
240036,ST CLOUD HOSPITAL,13.2,3.0,-38.4,0.93,1.0,0.0,1
240053,PARK NICOLLET METHODIST HOSPITAL,13.7,3.3,1.6,0.92,3.0,3.0,1
240056,RIDGEVIEW MEDICAL CENTER,11.4,2.2,-13.4,0.89,0.0,0.0,1
240057,ABBOTT NORTHWESTERN HOSPITAL,10.1,2.4,-13.5,0.97,1.0,2.0,1
240115,MERCY HOSPITAL,10.8,3.7,-11.2,0.91,2.0,1.0,1
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,13.3,3.0,39.1,1.02,2.0,1.0,0
250004,NORTH MISSISSIPPI MEDICAL CENTER,15.3,3.7,-6.3,1.02,3.0,1.0,1
250009,MAGNOLIA REGIONAL HEALTH CENTER,13.9,3.8,-1.9,1.0,1.0,0.0,1
250040,SINGING RIVER HEALTH SYSTEM,14.3,3.5,5.6,1.0,1.0,1.0,0
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,15.7,3.0,27.9,1.05,1.0,3.0,0
250078,FORREST GENERAL HOSPITAL,13.8,3.2,16.8,1.02,2.0,2.0,0
250094,MERIT HEALTH WESLEY,13.9,3.1,51.7,0.99,0.0,1.0,0
250099,GREENWOOD LEFLORE HOSPITAL,14.3,3.9,-8.5,0.93,0.0,0.0,0
250104,ANDERSON REGIONAL MEDICAL CENTER,13.9,3.5,-6.3,1.11,0.0,1.0,0
260011,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,13.5,2.9,9.2,0.95,0.0,1.0,1
260032,BARNES JEWISH HOSPITAL,12.0,3.4,45.2,1.02,2.0,4.0,1
260065,MERCY HOSPITAL SPRINGFIELD,12.1,3.8,-11.0,1.0,2.0,0.0,1
260068,BOONE HOSPITAL CENTER,10.7,3.8,-18.3,1.0,1.0,0.0,1
